type,n,k,q,s,Average visited nodes,Variance
standard,2000,15,15,3,764.533,36528.2
standard,2000,15,15,4,410.733,40047.5
standard,2000,15,15,5,295.067,13026.6
standard,2000,15,20,1,1508.9,57441.9
standard,2000,15,20,2,1087.5,93106.6
standard,2000,15,20,3,794.9,92189.4
standard,2000,15,20,4,679.65,28264
standard,2000,15,20,5,373.95,15774.3
standard,2000,15,25,1,1404.04,58420.2
standard,2000,15,25,2,1008.32,108227
standard,2000,15,25,3,785.48,66715.5
standard,2000,15,25,4,550.92,45537.6
standard,2000,15,25,5,409.28,38214
standard,2000,15,30,1,1411.53,65065.6
standard,2000,15,30,2,1071.53,92079.4
standard,2000,15,30,3,851.867,55596.2
standard,2000,15,30,4,501.833,45027.1
standard,2000,15,30,5,397.2,20756.8
standard,2000,15,35,1,1507.71,74262
standard,2000,15,35,2,1088.63,116755
standard,2000,15,35,3,741.829,41764.4
standard,2000,15,35,4,558.686,53353
standard,2000,15,35,5,416.371,26923.5
standard,2000,15,50,1,1431.18,157659
standard,2000,15,50,2,1110.24,100487
standard,2000,15,50,3,724.62,69667.8
standard,2000,15,50,4,624.88,43290.2
standard,2000,15,50,5,375.66,20797.2
standard,2000,15,100,1,1458.35,59492.1
standard,2000,15,100,2,1080.98,67300.9
standard,2000,15,100,3,772.87,79084.8
standard,2000,15,100,4,589.22,46135.4
standard,2000,15,100,5,376.1,28242.2
standard,2000,15,200,1,1438.65,98453.4
standard,2000,15,200,2,1014.5,98228.7
standard,2000,15,200,3,777.345,72658.2
standard,2000,15,200,4,563.53,48507.3
standard,2000,15,200,5,376.585,21510.6
standard,2000,20,10,1,1669.1,29405.5
standard,2000,20,10,2,1166.9,105672
standard,2000,20,10,3,1107.3,58115.2
standard,2000,20,10,4,795.7,31634.8
standard,2000,20,10,5,614.7,25687
standard,2000,20,15,1,1531.87,113215
standard,2000,20,15,2,1195.4,111282
standard,2000,20,15,3,1039.8,107315
standard,2000,20,15,4,906.533,88472
standard,2000,20,15,5,603.2,57857.6
standard,2000,20,20,1,1654.25,41583.9
standard,2000,20,20,2,1319.5,108835
standard,2000,20,20,3,1005.6,97843.3
standard,2000,20,20,4,663.5,77676.6
standard,2000,20,20,5,767.45,84108.6
standard,2000,20,25,1,1564.12,71935.5
standard,2000,20,25,2,1174.44,46894.7
standard,2000,20,25,3,1034.76,88306
standard,2000,20,25,4,797.24,103637
standard,2000,20,25,5,526.72,48332.1
standard,2000,20,30,1,1503.47,59642.8
standard,2000,20,30,2,1274.93,96471.9
standard,2000,20,30,3,901.667,82137
standard,2000,20,30,4,848.4,114331
standard,2000,20,30,5,615.233,33688.8
standard,2000,20,35,1,1613.26,73751.5
standard,2000,20,35,2,1270.89,90211.4
standard,2000,20,35,3,1052.06,103808
standard,2000,20,35,4,777.971,135331
standard,2000,20,35,5,562.657,76810.5
standard,2000,20,50,1,1624.18,123044
standard,2000,20,50,2,1329.06,131030
standard,2000,20,50,3,961.42,114237
standard,2000,20,50,4,801.4,104179
standard,2000,20,50,5,608.8,72504.5
standard,2000,20,100,1,1601.77,88438.1
standard,2000,20,100,2,1252.63,128683
standard,2000,20,100,3,1021.56,109268
standard,2000,20,100,4,757.94,95503.3
standard,2000,20,100,5,613.9,70356.7
standard,2000,20,200,1,1604.3,98522.9
standard,2000,20,200,2,1217.24,135519
standard,2000,20,200,3,981.885,140881
standard,2000,20,200,4,819.34,76963.4
standard,2000,20,200,5,621.585,72489.1
standard,2000,25,10,1,1700.4,67311.6
standard,2000,25,10,2,1146.1,207988
standard,2000,25,10,3,1205.3,58057
standard,2000,25,10,4,793.5,107857
standard,2000,25,10,5,769,180426
standard,2000,25,15,1,1750.47,73671.4
standard,2000,25,15,2,1171.2,182994
standard,2000,25,15,3,1017.73,180923
standard,2000,25,15,4,870.933,143369
standard,2000,25,15,5,805.733,92251.9
standard,2000,25,20,1,1727.6,91928.4
standard,2000,25,20,2,1319.5,158599
standard,2000,25,20,3,1083.3,133538
standard,2000,25,20,4,966.85,168217
standard,2000,25,20,5,761.15,132853
standard,2000,25,25,1,1649.32,156566
standard,2000,25,25,2,1402.96,187690
standard,2000,25,25,3,1141.16,118751
standard,2000,25,25,4,1057.12,117601
standard,2000,25,25,5,931.28,127291
standard,2000,25,30,1,1620.17,121083
standard,2000,25,30,2,1363.03,147200
standard,2000,25,30,3,1133.03,89838
standard,2000,25,30,4,844.567,112481
standard,2000,25,30,5,799.133,107179
standard,2000,25,35,1,1808.23,41321.8
standard,2000,25,35,2,1467.06,121537
standard,2000,25,35,3,1157.31,159296
standard,2000,25,35,4,987.057,102638
standard,2000,25,35,5,834.343,107760
standard,2000,25,50,1,1698.64,128432
standard,2000,25,50,2,1471.48,158534
standard,2000,25,50,3,1219.32,144901
standard,2000,25,50,4,979.84,202181
standard,2000,25,50,5,646.4,73924.4
standard,2000,25,100,1,1735.43,96388.1
standard,2000,25,100,2,1375.97,145940
standard,2000,25,100,3,1164.14,142990
standard,2000,25,100,4,965.19,147209
standard,2000,25,100,5,759.77,123171
standard,2000,25,200,1,1620.2,115608
standard,2000,25,200,2,1402.44,159763
standard,2000,25,200,3,1152.72,156249
standard,2000,25,200,4,949.2,137293
standard,2000,25,200,5,845.56,118679
standard,3000,2,10,1,181.7,5673.61
standard,3000,2,10,2,15.3,9.01
standard,3000,2,15,1,205.8,3715.49
standard,3000,2,15,2,14.4667,16.6489
standard,3000,2,20,1,175.1,3276.09
standard,3000,2,20,2,15.3,12.41
standard,3000,2,25,1,193.12,5390.35
standard,3000,2,25,2,16.76,12.8224
standard,3000,2,30,1,203.8,1758.56
standard,3000,2,30,2,14.4333,6.57889
standard,3000,2,35,1,213.086,7561.22
standard,3000,2,35,2,13.8571,7.32245
standard,3000,2,50,1,191.92,3113.19
standard,3000,2,50,2,15,9.8
standard,3000,2,100,1,209.62,6722.72
standard,3000,2,100,2,14.96,14.0384
standard,3000,2,200,1,199.455,6205.5
standard,3000,2,200,2,14.265,10.8848
standard,3000,3,10,1,473.6,32652.6
standard,3000,3,10,2,63.9,446.69
standard,3000,3,10,3,13.7,19.61
standard,3000,3,15,1,517.467,15746.4
standard,3000,3,15,2,70.4667,844.249
standard,3000,3,15,3,13.4667,6.64889
standard,3000,3,20,1,526.9,37471.6
standard,3000,3,20,2,75.35,769.427
standard,3000,3,20,3,16.25,9.7875
standard,3000,3,25,1,585.6,38040.6
standard,3000,3,25,2,80.32,1251.26
standard,3000,3,25,3,15.24,12.6624
standard,3000,3,30,1,596.5,62363.3
standard,3000,3,30,2,83.2333,1717.91
standard,3000,3,30,3,15.2333,8.57889
standard,3000,3,35,1,497.657,18629.5
standard,3000,3,35,2,79.7429,630.762
standard,3000,3,35,3,16.5143,10.5355
standard,3000,3,50,1,513.9,39449.1
standard,3000,3,50,2,91.66,1924.9
standard,3000,3,50,3,16.26,13.0724
standard,3000,3,100,1,515.2,39135.2
standard,3000,3,100,2,83.94,1614.72
standard,3000,3,100,3,14.23,11.0371
standard,3000,3,200,1,496.58,40018.9
standard,3000,3,200,2,80.42,620.224
standard,3000,3,200,3,15.34,13.8144
standard,3000,5,10,1,1056.4,64036.8
standard,3000,5,10,2,435.8,21093.6
standard,3000,5,10,3,102.2,810.36
standard,3000,5,10,4,33.6,79.24
standard,3000,5,10,5,13,8.4
standard,3000,5,15,1,923.2,56300.6
standard,3000,5,15,2,352.867,12608.6
standard,3000,5,15,3,128.867,2789.98
standard,3000,5,15,4,34,126.4
standard,3000,5,15,5,15.8,15.76
standard,3000,5,20,1,961.85,155150
standard,3000,5,20,2,362.05,27907.5
standard,3000,5,20,3,116.25,2711.19
standard,3000,5,20,4,41.55,178.548
standard,3000,5,20,5,13.95,9.2475
standard,3000,5,25,1,1064.28,101185
standard,3000,5,25,2,315.84,18102.8
standard,3000,5,25,3,125.88,1926.35
standard,3000,5,25,4,46.92,250.074
standard,3000,5,25,5,15.04,9.0784
standard,3000,5,30,1,1055.33,70003.8
standard,3000,5,30,2,352.533,22091.6
standard,3000,5,30,3,106.3,1245.08
standard,3000,5,30,4,40.5667,348.046
standard,3000,5,30,5,15.1333,8.98222
standard,3000,5,35,1,1126.97,69612.4
standard,3000,5,35,2,415.4,13865.2
standard,3000,5,35,3,103.8,1586.9
standard,3000,5,35,4,38.4857,156.65
standard,3000,5,35,5,14.2571,6.64816
standard,3000,5,50,1,1052.34,66886.6
standard,3000,5,50,2,303.02,12629.5
standard,3000,5,50,3,118.04,2932
standard,3000,5,50,4,38.32,174.218
standard,3000,5,50,5,14.88,17.2256
standard,3000,5,100,1,1073.98,130490
standard,3000,5,100,2,344.62,18301.2
standard,3000,5,100,3,118.57,1833.17
standard,3000,5,100,4,39.09,204.202
standard,3000,5,100,5,15.1,9.35
standard,3000,5,200,1,1041.07,88482.3
standard,3000,5,200,2,331.115,16891
standard,3000,5,200,3,116.02,2733.39
standard,3000,5,200,4,44.745,299.59
standard,3000,5,200,5,15.905,13.916
standard,3000,7,10,1,1307.5,216594
standard,3000,7,10,2,575.2,63755
standard,3000,7,10,3,251.2,11407.6
standard,3000,7,10,4,166.3,1193.21
standard,3000,7,10,5,67,338.2
standard,3000,7,15,1,1384.47,215586
standard,3000,7,15,2,614.4,47145.6
standard,3000,7,15,3,271.667,11921
standard,3000,7,15,4,148.533,3966.78
standard,3000,7,15,5,67.9333,606.462
standard,3000,7,20,1,1511.75,82812.5
standard,3000,7,20,2,631.95,43063.6
standard,3000,7,20,3,392.5,12392.8
standard,3000,7,20,4,141.05,2223.85
standard,3000,7,20,5,55.75,296.988
standard,3000,7,25,1,1397.52,91824.1
standard,3000,7,25,2,670.44,50970.1
standard,3000,7,25,3,303.8,13716.9
standard,3000,7,25,4,166.2,4752.32
standard,3000,7,25,5,63.68,729.898
standard,3000,7,30,1,1291.03,235157
standard,3000,7,30,2,706.533,66162.4
standard,3000,7,30,3,305.067,27966.1
standard,3000,7,30,4,159.667,3693.62
standard,3000,7,30,5,64.7333,337.462
standard,3000,7,35,1,1392.46,135929
standard,3000,7,35,2,702.914,83859.4
standard,3000,7,35,3,305.257,9137.11
standard,3000,7,35,4,136.657,3616.97
standard,3000,7,35,5,64.6571,559.254
standard,3000,7,50,1,1441.6,158931
standard,3000,7,50,2,670.96,81872.7
standard,3000,7,50,3,296.9,13262.9
standard,3000,7,50,4,151.56,3405.57
standard,3000,7,50,5,63.58,573.764
standard,3000,7,100,1,1409.03,116417
standard,3000,7,100,2,693.82,54355.7
standard,3000,7,100,3,309.19,17007.7
standard,3000,7,100,4,139.41,1998.64
standard,3000,7,100,5,70.21,833.186
standard,3000,7,200,1,1410.69,116786
standard,3000,7,200,2,652.755,53986
standard,3000,7,200,3,321.27,15932.6
standard,3000,7,200,4,149.88,4085.42
standard,3000,7,200,5,62.63,591.993
standard,3000,10,10,1,1912.6,29263.6
standard,3000,10,10,2,912.3,108426
standard,3000,10,10,3,582,50609.2
standard,3000,10,10,4,281.6,7697.84
standard,3000,10,10,5,286.4,11254.2
standard,3000,10,15,1,1746.53,97984
standard,3000,10,15,2,991.067,143020
standard,3000,10,15,3,573.933,62052.9
standard,3000,10,15,4,294,5528.13
standard,3000,10,15,5,172.267,4314.86
standard,3000,10,20,1,1838.65,113169
standard,3000,10,20,2,1242,35957.8
standard,3000,10,20,3,739.6,47251.5
standard,3000,10,20,4,350.2,16432.3
standard,3000,10,20,5,232.35,8286.43
standard,3000,10,25,1,1892.16,66131.6
standard,3000,10,25,2,1030.84,112840
standard,3000,10,25,3,643,47376
standard,3000,10,25,4,361.72,26992.4
standard,3000,10,25,5,210.04,6470.52
standard,3000,10,30,1,1689.83,201866
standard,3000,10,30,2,1112.6,84283.6
standard,3000,10,30,3,592.567,55361.3
standard,3000,10,30,4,387.5,15765
standard,3000,10,30,5,214.467,10408
standard,3000,10,35,1,1893.46,123682
standard,3000,10,35,2,984.543,84455.3
standard,3000,10,35,3,659.629,56876
standard,3000,10,35,4,333.886,24384
standard,3000,10,35,5,182.971,7874.37
standard,3000,10,50,1,1858.86,137920
standard,3000,10,50,2,1100.02,66046.2
standard,3000,10,50,3,626.8,52445.5
standard,3000,10,50,4,358.64,17627.6
standard,3000,10,50,5,204.82,6549.19
standard,3000,10,100,1,1777.27,200246
standard,3000,10,100,2,1066.32,81711
standard,3000,10,100,3,650.03,48395.5
standard,3000,10,100,4,346.21,16339.9
standard,3000,10,100,5,215.1,11567
standard,3000,10,200,1,1786.38,146964
standard,3000,10,200,2,1004.1,94133.4
standard,3000,10,200,3,616.62,50937.7
standard,3000,10,200,4,368.09,18416
standard,3000,10,200,5,231,7598.75
standard,3000,15,10,1,2021,196803
standard,3000,15,10,2,1637.5,52356.7
standard,3000,15,10,3,1097.5,104880
standard,3000,15,10,4,823.1,70052.5
standard,3000,15,10,5,522.3,38554.8
standard,3000,15,15,1,2132.47,167255
standard,3000,15,15,2,1597.67,93811.4
standard,3000,15,15,3,962,193382
standard,3000,15,15,4,718.667,51167.7
standard,3000,15,15,5,501.533,36980.1
standard,3000,15,20,1,2062.65,219250
standard,3000,15,20,2,1561.75,102283
standard,3000,15,20,3,1028.4,191146
standard,3000,15,20,4,710.75,73110.1
standard,3000,15,20,5,498.4,67581.8
standard,3000,15,25,1,2164.68,141327
standard,3000,15,25,2,1350.04,144411
standard,3000,15,25,3,957.24,143169
standard,3000,15,25,4,816.76,65340.7
standard,3000,15,25,5,486.04,21489.6
standard,3000,15,30,1,2019.7,180461
standard,3000,15,30,2,1470.73,287391
standard,3000,15,30,3,1199.67,68894.7
standard,3000,15,30,4,671.067,74960.3
standard,3000,15,30,5,465.2,32916.3
standard,3000,15,35,1,2173.37,107100
standard,3000,15,35,2,1576.23,175681
standard,3000,15,35,3,998.114,103609
standard,3000,15,35,4,750.8,85121.5
standard,3000,15,35,5,542.171,60610.1
standard,3000,15,50,1,2165.72,198114
standard,3000,15,50,2,1475.52,254904
standard,3000,15,50,3,1005.06,103121
standard,3000,15,50,4,751.7,64971.1
standard,3000,15,50,5,526.18,45289.5
standard,3000,15,100,1,2216.69,124567
standard,3000,15,100,2,1461.45,215532
standard,3000,15,100,3,1039.12,120164
standard,3000,15,100,4,677.22,67227.4
standard,3000,15,100,5,543.14,46071.7
standard,3000,15,200,1,2171.02,122849
standard,3000,15,200,2,1508.39,195062
standard,3000,15,200,3,1046.06,136632
standard,3000,15,200,4,724.875,78210.6
standard,3000,15,200,5,483.885,48101.9
standard,3000,20,10,1,2406.2,224324
standard,3000,20,10,2,2022.7,237225
standard,3000,20,10,3,1438.7,289032
standard,3000,20,10,4,1360.3,262640
standard,3000,20,10,5,901.5,132335
standard,3000,20,15,1,2511.4,85796.6
standard,3000,20,15,2,2045.53,119799
standard,3000,20,15,3,1341.2,159365
standard,3000,20,15,4,1169.13,194213
standard,3000,20,15,5,739.733,76716.7
standard,3000,20,20,1,2325.4,170827
standard,3000,20,20,2,1700.4,307449
standard,3000,20,20,3,1352.7,236684
standard,3000,20,20,4,1179.2,151485
standard,3000,20,20,5,940.4,101507
standard,3000,20,25,1,2244.12,237722
standard,3000,20,25,2,1781.2,253037
standard,3000,20,25,3,1349,130055
standard,3000,20,25,4,1149.2,256010
standard,3000,20,25,5,828.44,206649
standard,3000,20,30,1,2271.13,268869
standard,3000,20,30,2,1904.53,250210
standard,3000,20,30,3,1314.93,276873
standard,3000,20,30,4,1130.77,214804
standard,3000,20,30,5,957.467,139872
standard,3000,20,35,1,2290.43,247106
standard,3000,20,35,2,1853.97,301616
standard,3000,20,35,3,1201.14,126317
standard,3000,20,35,4,1125.71,124475
standard,3000,20,35,5,863.171,206762
standard,3000,20,50,1,2426.56,206352
standard,3000,20,50,2,1839.46,304217
standard,3000,20,50,3,1405.18,260798
standard,3000,20,50,4,1213.3,196895
standard,3000,20,50,5,859.12,85347.9
standard,3000,20,100,1,2367.18,187972
standard,3000,20,100,2,1857.22,196889
standard,3000,20,100,3,1295.55,253032
standard,3000,20,100,4,1083.97,195058
standard,3000,20,100,5,808.82,132957
standard,3000,20,200,1,2381.87,202544
standard,3000,20,200,2,1777.58,264102
standard,3000,20,200,3,1492.21,324241
standard,3000,20,200,4,1165.5,150860
standard,3000,20,200,5,848.075,126553
standard,3000,25,10,1,2568.3,85624.6
standard,3000,25,10,2,2209.3,154627
standard,3000,25,10,3,1830,164372
standard,3000,25,10,4,1460.6,325626
standard,3000,25,10,5,1001.7,99561.2
standard,3000,25,15,1,2529.87,222803
standard,3000,25,15,2,1891.93,327769
standard,3000,25,15,3,1373.8,133628
standard,3000,25,15,4,1520.87,270207
standard,3000,25,15,5,1055.27,88751.5
standard,3000,25,20,1,2427.05,209986
standard,3000,25,20,2,2005.25,181943
standard,3000,25,20,3,1656.4,184532
standard,3000,25,20,4,1365.8,184058
standard,3000,25,20,5,1327.45,170889
standard,3000,25,25,1,2665.28,106990
standard,3000,25,25,2,1943.68,414802
standard,3000,25,25,3,1571.52,359592
standard,3000,25,25,4,1488.76,251741
standard,3000,25,25,5,893.88,190323
standard,3000,25,30,1,2296.43,209514
standard,3000,25,30,2,2180.6,252693
standard,3000,25,30,3,1845.87,292159
standard,3000,25,30,4,1488.3,381002
standard,3000,25,30,5,1057.53,238764
standard,3000,25,35,1,2400.23,348723
standard,3000,25,35,2,1916.49,298452
standard,3000,25,35,3,1545.37,298743
standard,3000,25,35,4,1303.66,386361
standard,3000,25,35,5,1203.83,261000
standard,3000,25,50,1,2497.9,148117
standard,3000,25,50,2,2038.98,361564
standard,3000,25,50,3,1748.32,272540
standard,3000,25,50,4,1234.2,260508
standard,3000,25,50,5,979.64,226397
standard,3000,25,100,1,2390.73,294399
standard,3000,25,100,2,1986.64,382542
standard,3000,25,100,3,1661.34,331877
standard,3000,25,100,4,1390.71,272105
standard,3000,25,100,5,1150.63,241123
standard,3000,25,200,1,2477.66,196412
standard,3000,25,200,2,2048.51,262372
standard,3000,25,200,3,1583.8,313499
standard,3000,25,200,4,1363.14,313565
standard,3000,25,200,5,1114.35,261400
standard,5000,2,10,1,256.8,8946.56
standard,5000,2,10,2,14.2,15.36
standard,5000,2,15,1,246.2,9081.89
standard,5000,2,15,2,13.5333,8.64889
standard,5000,2,20,1,243.95,5326.95
standard,5000,2,20,2,17.1,15.59
standard,5000,2,25,1,277.32,14416.7
standard,5000,2,25,2,17.04,23.3184
standard,5000,2,30,1,312.5,15009.1
standard,5000,2,30,2,16.7,16.9433
standard,5000,2,35,1,220.343,6040.74
standard,5000,2,35,2,16.4571,22.991
standard,5000,2,50,1,279.52,8747.81
standard,5000,2,50,2,14.92,8.1536
standard,5000,2,100,1,289.54,18426.3
standard,5000,2,100,2,15.18,12.5476
standard,5000,2,200,1,298.04,16109
standard,5000,2,200,2,17.28,16.1616
standard,5000,3,10,1,701.4,89247.8
standard,5000,3,10,2,115.6,1373.24
standard,5000,3,10,3,14.6,11.24
standard,5000,3,15,1,731.667,65841.3
standard,5000,3,15,2,106.133,1737.72
standard,5000,3,15,3,15.5333,10.9156
standard,5000,3,20,1,810.2,54346
standard,5000,3,20,2,116.45,2023.75
standard,5000,3,20,3,14.4,7.14
standard,5000,3,25,1,697.64,49238.7
standard,5000,3,25,2,89.92,504.634
standard,5000,3,25,3,16.6,19.84
standard,5000,3,30,1,730.533,38667.8
standard,5000,3,30,2,117.667,1197.42
standard,5000,3,30,3,15.7333,9.12889
standard,5000,3,35,1,816.257,35739
standard,5000,3,35,2,94.4,904.011
standard,5000,3,35,3,15.9714,10.6563
standard,5000,3,50,1,747.8,105035
standard,5000,3,50,2,98.56,1872.89
standard,5000,3,50,3,14.16,9.7344
standard,5000,3,100,1,714.03,70009.6
standard,5000,3,100,2,105.8,2131.58
standard,5000,3,100,3,16.19,13.0339
standard,5000,3,200,1,747.26,69400.6
standard,5000,3,200,2,110.785,2570.34
standard,5000,3,200,3,15.275,9.18938
standard,5000,5,10,1,1689.5,167942
standard,5000,5,10,2,493.7,24023.8
standard,5000,5,10,3,161.4,1822.64
standard,5000,5,10,4,50.9,163.69
standard,5000,5,10,5,17.8,21.76
standard,5000,5,15,1,1809.73,258667
standard,5000,5,15,2,581.2,27488.6
standard,5000,5,15,3,144.867,2688.92
standard,5000,5,15,4,44.2,183.76
standard,5000,5,15,5,17.0667,18.0622
standard,5000,5,20,1,1659.25,352159
standard,5000,5,20,2,435.55,27307.6
standard,5000,5,20,3,156.2,1454.76
standard,5000,5,20,4,45.6,287.34
standard,5000,5,20,5,16.5,16.25
standard,5000,5,25,1,1696.04,145668
standard,5000,5,25,2,514.44,42398.4
standard,5000,5,25,3,147.12,4889.63
standard,5000,5,25,4,45.72,259.242
standard,5000,5,25,5,15.92,10.4736
standard,5000,5,30,1,1455.4,265833
standard,5000,5,30,2,493.867,29188.2
standard,5000,5,30,3,149.5,3189.38
standard,5000,5,30,4,44.7,256.81
standard,5000,5,30,5,15.2667,6.26222
standard,5000,5,35,1,1723.77,77367.9
standard,5000,5,35,2,523.143,25421.8
standard,5000,5,35,3,143.114,2794.84
standard,5000,5,35,4,47.9714,335.171
standard,5000,5,35,5,15.8857,11.4155
standard,5000,5,50,1,1636.74,202145
standard,5000,5,50,2,481.38,38392
standard,5000,5,50,3,152.38,3086.92
standard,5000,5,50,4,48.26,396.152
standard,5000,5,50,5,15.52,9.4096
standard,5000,5,100,1,1614.61,231929
standard,5000,5,100,2,554.27,33265.4
standard,5000,5,100,3,163.08,8002.33
standard,5000,5,100,4,52.7,339.99
standard,5000,5,100,5,16.68,15.4576
standard,5000,5,200,1,1650.94,291468
standard,5000,5,200,2,459,31397.2
standard,5000,5,200,3,157.78,4489.37
standard,5000,5,200,4,51.06,411.976
standard,5000,5,200,5,15.28,9.7416
standard,5000,7,10,1,1972.9,439451
standard,5000,7,10,2,1057.5,152275
standard,5000,7,10,3,373.6,12409.4
standard,5000,7,10,4,153.2,4874.36
standard,5000,7,10,5,72.2,715.36
standard,5000,7,15,1,1970.33,662740
standard,5000,7,15,2,1016.4,93097.4
standard,5000,7,15,3,473.733,14111.5
standard,5000,7,15,4,173.267,9801.53
standard,5000,7,15,5,85.9333,1073.66
standard,5000,7,20,1,2284.35,220341
standard,5000,7,20,2,998.35,87890.1
standard,5000,7,20,3,455.3,45902
standard,5000,7,20,4,167,4035.6
standard,5000,7,20,5,74.35,824.928
standard,5000,7,25,1,1913.68,572623
standard,5000,7,25,2,1115,115588
standard,5000,7,25,3,360.4,30391.1
standard,5000,7,25,4,147.56,3856.57
standard,5000,7,25,5,84.48,836.17
standard,5000,7,30,1,2175.87,282020
standard,5000,7,30,2,936.167,169963
standard,5000,7,30,3,417.9,42656.6
standard,5000,7,30,4,176.267,4124.13
standard,5000,7,30,5,72.7667,675.379
standard,5000,7,35,1,2254.91,365856
standard,5000,7,35,2,1068.54,153431
standard,5000,7,35,3,419.143,32051.3
standard,5000,7,35,4,211.457,8835.79
standard,5000,7,35,5,87.4,620.583
standard,5000,7,50,1,2077.46,392717
